Metric,Date,Position,t-statistic,p-value (t-test),W-statistic,p-value (Wilcoxon),Effect Size (Cohen's d)
Eccentric Braking Impulse [N s],2023-10-11,Forward,5.825332566289212e+16,0.0,0.0,1.523970604832094e-23,90317947344194.84
Eccentric Braking Impulse [N s],2023-10-11,Guard,6.226657294865526,1.0120073344520196e-09,40100.0,2.4935850364438685e-12,0.3706630628746052
Eccentric Braking Impulse [N s],2023-10-11,,,,,,
Eccentric Braking Impulse [N s],2023-10-17,Forward,90.68637072851462,1.1055547325276572e-264,0.0,3.05837865032028e-70,5.122132891009347
Eccentric Braking Impulse [N s],2023-10-17,Guard,20.580262436138963,4.3457305380457574e-75,47489.0,2.4281760089867487e-58,1.3226015433007143
Eccentric Braking Impulse [N s],2023-10-17,,,,,,
Eccentric Braking Impulse [N s],2023-10-24,Forward,10.34493971842173,2.400336951005458e-20,5050.0,2.9890527816858347e-10,0.20689879436843195
Eccentric Braking Impulse [N s],2023-10-24,Guard,21.335686189791655,1.8284201740675063e-74,20100.0,3.13904535604795e-54,1.0752448702528163
Eccentric Braking Impulse [N s],2023-10-24,,,,,,
Eccentric Braking Impulse [N s],2023-10-25,Forward,14.981709725447834,7.477273499787683e-30,0.0,3.8656013718456175e-24,2.2354498092155235
Eccentric Braking Impulse [N s],2023-10-25,Guard,4.169390405034315,4.256658628080424e-05,8385.0,3.3010282222740267e-09,0.17001613454289072
Eccentric Braking Impulse [N s],2023-10-25,,,,,,
Eccentric Braking Impulse [N s],2023-09-20,Forward,42.84523809523808,7.671609509067711e-84,0.0,3.451216741169581e-27,2.4043154280855603
Eccentric Braking Impulse [N s],2023-09-20,Guard,20.01733759289577,2.311462583184981e-66,13203.0,2.015389980274731e-56,0.5606645378253358
Eccentric Braking Impulse [N s],2023-09-20,,,,,,
Eccentric Braking Impulse [N s],2023-10-18,Forward,29.011966448746833,2.040667897507862e-73,0.0,9.640853349783355e-37,2.9011966448746866
Eccentric Braking Impulse [N s],2023-10-18,Guard,1.4533180632267284,0.14718069654539365,20301.0,0.10380124205124477,0.0952741585405582
Eccentric Braking Impulse [N s],2023-10-18,,,,,,
Force at Zero Velocity / BM [N/kg],2023-09-19,Forward,34.005976236506484,1.6697966003236734e-140,0.0,2.585323155539255e-98,1.4434716662202625
Force at Zero Velocity / BM [N/kg],2023-09-19,Guard,37.7871546641621,4.2083228159431514e-194,19481.0,2.188820741313241e-139,0.8139783440135755
Force at Zero Velocity / BM [N/kg],2023-09-19,,,,,,
Force at Zero Velocity / BM [N/kg],2023-09-26,Forward,inf,0.0,0.0,1.523970604832094e-23,53277329689008.266
Force at Zero Velocity / BM [N/kg],2023-09-26,Guard,-0.9429292309759433,0.34614190709574344,60252.0,0.0008307258755072101,-0.042414846183040145
Force at Zero Velocity / BM [N/kg],2023-09-26,,,,,,
Force at Zero Velocity / BM [N/kg],2023-09-27,Forward,0.09890313117254583,0.921318905081632,8256.0,0.1849099400161699,0.002055286916783096
Force at Zero Velocity / BM [N/kg],2023-09-27,Guard,-1.46602818519166,0.14336809646128462,39465.0,0.003828301531130597,-0.06828994156847427
Force at Zero Velocity / BM [N/kg],2023-09-27,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-03,Forward,10.475583526290027,1.1731308180184105e-23,57722.0,1.2291973549412647e-12,0.2509965869033917
Force at Zero Velocity / BM [N/kg],2023-10-03,Guard,27.26945518459848,2.7573976694584615e-127,77224.0,7.758711962139623e-119,0.6160633193988868
Force at Zero Velocity / BM [N/kg],2023-10-03,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-04,Forward,4.200384869732319,8.542400045025032e-05,528.0,0.000559890647739198,0.7386359494648811
Force at Zero Velocity / BM [N/kg],2023-10-04,Guard,7.083323917446062,8.574690661647708e-11,1688.0,6.104265417529629e-09,0.42399107818604975
Force at Zero Velocity / BM [N/kg],2023-10-04,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-10,Forward,,,0.0,1.0,
Force at Zero Velocity / BM [N/kg],2023-10-10,Guard,0.8378137280859294,0.4492772911059646,5.0,0.625,0.2869823455680878
Force at Zero Velocity / BM [N/kg],2023-10-10,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-11,Forward,7.124829831076801e+16,0.0,0.0,1.523970604832094e-23,42361699434352.2
Force at Zero Velocity / BM [N/kg],2023-10-11,Guard,-4.4361137081997954,1.127819378907447e-05,40100.0,2.4935850364438685e-12,-0.1254845371751641
Force at Zero Velocity / BM [N/kg],2023-10-11,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-17,Forward,72.50363975537894,7.935166696583697e-229,0.0,3.05837865032028e-70,1.5497011337870628
Force at Zero Velocity / BM [N/kg],2023-10-17,Guard,98.85494574114229,0.0,0.0,1.046144963970056e-127,1.0670479633151921
Force at Zero Velocity / BM [N/kg],2023-10-17,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-24,Forward,89.71884083067482,6.515434347768064e-163,0.0,9.640853349783355e-37,0.8055067159402894
Force at Zero Velocity / BM [N/kg],2023-10-24,Guard,27.072233581635334,5.350025130086232e-104,5050.0,2.3532980674677925e-83,0.9428339223733855
Force at Zero Velocity / BM [N/kg],2023-10-24,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-25,Forward,3.9311956986923207,0.00013815161033347193,2080.0,4.951217422443999e-07,0.2280154076803836
Force at Zero Velocity / BM [N/kg],2023-10-25,Guard,1.7167022401981211,0.0873131175335551,12352.0,0.023171011660437623,0.06539306018386168
Force at Zero Velocity / BM [N/kg],2023-10-25,,,,,,
Force at Zero Velocity / BM [N/kg],2023-09-20,Forward,17.72740524781342,5.064553799622744e-38,0.0,3.451216741169581e-27,1.7974875072642174
Force at Zero Velocity / BM [N/kg],2023-09-20,Guard,24.600251406958158,6.002437160928933e-89,8505.0,1.9643528473194143e-66,0.6231172073265067
Force at Zero Velocity / BM [N/kg],2023-09-20,,,,,,
Force at Zero Velocity / BM [N/kg],2023-10-18,Forward,7.053367989832943,2.8226228559370765e-11,5050.0,2.9890527816858347e-10,0.7053367989832935
Force at Zero Velocity / BM [N/kg],2023-10-18,Guard,9.730820923799392,1.2546064506293964e-19,15050.0,2.607466971361259e-07,0.5262768205821129
Force at Zero Velocity / BM [N/kg],2023-10-18,,,,,,
Concentric Mean Force / BM [N/kg],2023-09-19,Forward,14.957332990471834,4.763324304224983e-43,53603.0,4.616887930043189e-15,0.4392277192613828
Concentric Mean Force / BM [N/kg],2023-09-19,Guard,23.455395769052863,4.3672127827386954e-97,60175.5,2.0754074239214493e-68,0.4600761189750412
Concentric Mean Force / BM [N/kg],2023-09-19,,,,,,
Concentric Mean Force / BM [N/kg],2023-09-26,Forward,inf,0.0,0.0,1.523970604832094e-23,2943968098425.099
Concentric Mean Force / BM [N/kg],2023-09-26,Guard,1.7973905278446158,0.0728363894881283,68950.0,0.3604193080419503,0.0648336072813023
Concentric Mean Force / BM [N/kg],2023-09-26,,,,,,
Concentric Mean Force / BM [N/kg],2023-09-27,Forward,1.5308684731904887,0.12745645746526402,8256.0,0.1849099400161699,0.09240662456357787
Concentric Mean Force / BM [N/kg],2023-09-27,Guard,0.2990405874523572,0.7650528811891179,46633.0,0.8933677722099755,0.010947151660557304
Concentric Mean Force / BM [N/kg],2023-09-27,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-03,Forward,7.183619951277719,2.067331077582021e-12,76930.0,0.014440409570493466,0.5709424560097184
Concentric Mean Force / BM [N/kg],2023-10-03,Guard,33.5068001715418,2.3396678038194775e-173,57722.0,2.292306517047395e-136,0.6687604347339667
Concentric Mean Force / BM [N/kg],2023-10-03,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-04,Forward,5.669467095138412,3.8398508927964794e-07,528.0,0.000559890647739198,1.1359617276877452
Concentric Mean Force / BM [N/kg],2023-10-04,Guard,7.335772578401929,2.30199695312025e-11,1552.0,7.902756366609907e-10,0.3164970276333639
Concentric Mean Force / BM [N/kg],2023-10-04,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-10,Forward,,,0.0,1.0,
Concentric Mean Force / BM [N/kg],2023-10-10,Guard,1.4098193097128784,0.23139870620349687,3.0,0.3125,0.31274862882929777
Concentric Mean Force / BM [N/kg],2023-10-10,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-11,Forward,inf,0.0,0.0,1.523970604832094e-23,9867556927853.154
Concentric Mean Force / BM [N/kg],2023-10-11,Guard,-17.749668137885042,5.320974271410964e-55,15050.0,1.6395932647603606e-49,-0.7852895810665048
Concentric Mean Force / BM [N/kg],2023-10-11,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-17,Forward,inf,0.0,0.0,3.037229847750138e-87,0.4280244322686581
Concentric Mean Force / BM [N/kg],2023-10-17,Guard,58.50941867210999,4.1136352280490314e-283,1.0,1.0503643923150148e-127,0.6077019800600737
Concentric Mean Force / BM [N/kg],2023-10-17,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-24,Forward,-14.106735979665885,8.868774841835626e-32,0.0,1.523970604832094e-23,-0.2695499968676704
Concentric Mean Force / BM [N/kg],2023-10-24,Guard,18.96539395232936,2.164076022144254e-62,5050.0,7.16475147362729e-65,0.4386700955914099
Concentric Mean Force / BM [N/kg],2023-10-24,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-25,Forward,-3.073480273523052,0.0025900159178391976,2080.0,4.951217422443999e-07,-0.3212995199232143
Concentric Mean Force / BM [N/kg],2023-10-25,Guard,-3.2069257857197555,0.001522546911403163,11118.0,0.0006627889386234723,-0.07504576568771273
Concentric Mean Force / BM [N/kg],2023-10-25,,,,,,
Concentric Mean Force / BM [N/kg],2023-09-20,Forward,8.968749999999996,1.4545922886391126e-15,2080.0,5.550980911375265e-11,1.3323640514203412
Concentric Mean Force / BM [N/kg],2023-09-20,Guard,18.203414247797568,1.5577729556572866e-57,15066.0,1.103534454072735e-52,0.45869092171107667
Concentric Mean Force / BM [N/kg],2023-09-20,,,,,,
Concentric Mean Force / BM [N/kg],2023-10-18,Forward,-51.72469859210835,2.3831561040805917e-117,0.0,9.640853349783355e-37,-5.17246985921075
Concentric Mean Force / BM [N/kg],2023-10-18,Guard,0.04346652426228638,0.9653585652640787,20200.0,0.09017730593232559,0.0018064992454598272
Concentric Mean Force / BM [N/kg],2023-10-18,,,,,,
Concentric RFD / BM [N/s/kg],2023-09-19,Forward,-28.4027227422408,4.63497698006441e-112,0.0,2.585323155539255e-98,-0.6502800771172073
Concentric RFD / BM [N/s/kg],2023-09-19,Guard,-22.556601392702802,3.1655459636563627e-91,44407.0,2.3651679932156747e-85,-0.5751778612619899
Concentric RFD / BM [N/s/kg],2023-09-19,,,,,,
Concentric RFD / BM [N/s/kg],2023-09-26,Forward,2.576589404320227e+16,0.0,0.0,1.523970604832094e-23,2002083889212610.5
Concentric RFD / BM [N/s/kg],2023-09-26,Guard,6.968258951732255,9.453335151934148e-12,36652.0,3.0939255648896856e-23,0.28916451172962204
Concentric RFD / BM [N/s/kg],2023-09-26,,,,,,
Concentric RFD / BM [N/s/kg],2023-09-27,Forward,-19.522238163436356,2.22215248330953e-47,0.0,3.8656013718456175e-24,-0.15238625528389632
Concentric RFD / BM [N/s/kg],2023-09-27,Guard,0.6366857334238404,0.5246667845479837,44320.0,0.30594692551667213,0.01793977903875261
Concentric RFD / BM [N/s/kg],2023-09-27,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-03,Forward,-6.161394149107771,1.339787678780912e-09,57722.0,1.2291973549412647e-12,-0.15694865453590456
Concentric RFD / BM [N/s/kg],2023-10-03,Guard,-9.281017337331331,7.8258806619222e-20,289002.0,7.140131098922814e-07,-0.19213266614487143
Concentric RFD / BM [N/s/kg],2023-10-03,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-04,Forward,1.4554917545667412,0.15049836851895243,1040.0,1.0,0.1532760666326667
Concentric RFD / BM [N/s/kg],2023-10-04,Guard,-7.976132621062985,7.621126712312989e-13,1168.0,1.627441331291711e-12,-0.3402078729114437
Concentric RFD / BM [N/s/kg],2023-10-04,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-10,Forward,,,0.0,1.0,
Concentric RFD / BM [N/s/kg],2023-10-10,Guard,-0.2801109459062194,0.7932815960351972,6.0,0.8125,-0.15415179598416637
Concentric RFD / BM [N/s/kg],2023-10-10,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-11,Forward,-6.889576015899734e+16,0.0,0.0,1.523970604832094e-23,-695612702577800.1
Concentric RFD / BM [N/s/kg],2023-10-11,Guard,-11.416563866890693,5.570215678441764e-27,35050.0,1.0008217300800505e-17,-0.49573975497508505
Concentric RFD / BM [N/s/kg],2023-10-11,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-17,Forward,-97.2207896719855,5.363908553146589e-276,0.0,3.05837865032028e-70,-1.0845240326324928
Concentric RFD / BM [N/s/kg],2023-10-17,Guard,-43.22056179375886,1.3557450407818823e-206,0.0,1.046144963970056e-127,-1.134028543232758
Concentric RFD / BM [N/s/kg],2023-10-17,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-24,Forward,-12.174306393410287,7.593766943302757e-26,5050.0,2.9890527816858347e-10,-0.7284490008676893
Concentric RFD / BM [N/s/kg],2023-10-24,Guard,-20.562027223669098,1.683611292800484e-70,15050.0,5.636512501679915e-63,-0.8086425711383819
Concentric RFD / BM [N/s/kg],2023-10-24,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-25,Forward,-15.737482692767983,1.2656457683553563e-31,0.0,3.8656013718456175e-24,-2.4992268773239243
Concentric RFD / BM [N/s/kg],2023-10-25,Guard,-9.415827978614946,3.8682029270788404e-18,8256.0,1.59534971965043e-09,-0.2480834748195989
Concentric RFD / BM [N/s/kg],2023-10-25,,,,,,
Concentric RFD / BM [N/s/kg],2023-09-20,Forward,-9.148148148148147,5.103749773854408e-16,2080.0,5.550980911375265e-11,-0.9657795981276905
Concentric RFD / BM [N/s/kg],2023-09-20,Guard,-12.61851226191696,5.362280733962151e-32,31610.0,3.031136321690523e-25,-0.48309395311693065
Concentric RFD / BM [N/s/kg],2023-09-20,,,,,,
Concentric RFD / BM [N/s/kg],2023-10-18,Forward,-2863.6674038722354,0.0,0.0,9.640853349783355e-37,-286.36674038721804
Concentric RFD / BM [N/s/kg],2023-10-18,Guard,-11.126001993394107,2.6468938888238345e-24,15150.0,3.720708244666299e-07,-0.3710103607021414
Concentric RFD / BM [N/s/kg],2023-10-18,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-09-19,Forward,20.351380886158438,5.737583729341954e-70,29250.0,1.5186281397789709e-43,0.47764039704121464
Concentric Impulse (Abs) / BM [N s],2023-09-19,Guard,-3.3103439703176294,0.0009654879408816826,221055.0,0.007025657759756604,-0.05865723863266867
Concentric Impulse (Abs) / BM [N s],2023-09-19,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-09-26,Forward,2.4854752282833964e+16,0.0,0.0,1.523970604832094e-23,23301330265156.055
Concentric Impulse (Abs) / BM [N s],2023-09-26,Guard,-24.80635429349126,4.836812124716508e-91,15050.0,2.4574155565448978e-57,-0.2785234545436471
Concentric Impulse (Abs) / BM [N s],2023-09-26,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-09-27,Forward,12.990318956713063,4.608073560128416e-28,2080.0,3.425088362335302e-21,0.904933041550538
Concentric Impulse (Abs) / BM [N s],2023-09-27,Guard,-7.0402667331158675,7.591366788721226e-12,35968.0,2.157436906351298e-05,-0.11739342682242576
Concentric Impulse (Abs) / BM [N s],2023-09-27,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-03,Forward,-2.567769311471964,0.010481894137987861,77028.0,0.018709305369958747,-0.054184009223445
Concentric Impulse (Abs) / BM [N s],2023-10-03,Guard,-23.587473205521622,4.914403214364746e-101,116621.0,3.8013380504858027e-87,-0.12254695081149451
Concentric Impulse (Abs) / BM [N s],2023-10-03,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-04,Forward,9.348172475475366,1.624481488347613e-13,136.0,1.1150987203452994e-09,1.051018595053442
Concentric Impulse (Abs) / BM [N s],2023-10-04,Guard,0.4356559048999365,0.6638259644104354,3360.0,0.06725871909617812,0.012403540164848414
Concentric Impulse (Abs) / BM [N s],2023-10-04,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-10,Forward,,,0.0,1.0,
Concentric Impulse (Abs) / BM [N s],2023-10-10,Guard,0.408997801730435,0.703492498025752,5.0,0.625,0.08460765240496067
Concentric Impulse (Abs) / BM [N s],2023-10-10,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-11,Forward,inf,0.0,0.0,1.523970604832094e-23,1298939162895.452
Concentric Impulse (Abs) / BM [N s],2023-10-11,Guard,-14.645262554188205,1.1706713688612054e-40,25050.0,1.5545775169167199e-31,-0.46426850007995535
Concentric Impulse (Abs) / BM [N s],2023-10-11,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-17,Forward,8.050170565724777,1.0044478257489932e-14,19306.0,9.890589761095449e-19,0.2189393642478101
Concentric Impulse (Abs) / BM [N s],2023-10-17,Guard,7.8670150263913134,1.2538391631040369e-14,99919.0,2.1421347175902194e-13,0.14328929244354466
Concentric Impulse (Abs) / BM [N s],2023-10-17,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-24,Forward,-0.5270648607787086,0.5987356075197399,5050.0,2.9890527816858347e-10,-0.027402219390910178
Concentric Impulse (Abs) / BM [N s],2023-10-24,Guard,3.9653197012994053,8.2747465262736e-05,65150.0,0.0001680536109027078,0.08488301748433968
Concentric Impulse (Abs) / BM [N s],2023-10-24,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-25,Forward,25.708381871239986,3.561190701571366e-52,0.0,3.8656013718456175e-24,0.5516680246151775
Concentric Impulse (Abs) / BM [N s],2023-10-25,Guard,31.493465749902175,1.4320789345023286e-87,485.0,1.2191115839477684e-39,0.27093708485616935
Concentric Impulse (Abs) / BM [N s],2023-10-25,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-09-20,Forward,49.93216080401995,8.195575342013131e-93,0.0,3.451216741169581e-27,1.9139585129223193
Concentric Impulse (Abs) / BM [N s],2023-09-20,Guard,5.049724958547321,6.150578798446741e-07,42267.0,4.91978193190839e-13,0.1689121851225963
Concentric Impulse (Abs) / BM [N s],2023-09-20,,,,,,
Concentric Impulse (Abs) / BM [N s],2023-10-18,Forward,-18.808981306221206,5.009215130457728e-46,0.0,9.640853349783355e-37,-1.8808981306221186
Concentric Impulse (Abs) / BM [N s],2023-10-18,Guard,9.554572507162353,4.654262582517647e-19,5151.0,4.319649962107812e-32,0.27169976946616947
Concentric Impulse (Abs) / BM [N s],2023-10-18,,,,,,
Concentric Mean Force [N],2023-09-19,Forward,17.391633574549626,6.951956313097031e-55,22022.0,5.47466890995204e-55,0.3474193719356271
Concentric Mean Force [N],2023-09-19,Guard,26.94847172358079,2.206258181759942e-120,65416.0,3.713454428985954e-89,0.4165328916288278
Concentric Mean Force [N],2023-09-19,,,,,,
Concentric Mean Force [N],2023-09-26,Forward,inf,0.0,0.0,1.523970604832094e-23,inf
Concentric Mean Force [N],2023-09-26,Guard,5.719796580480336,1.7743709326221485e-08,65350.0,0.05493577441100751,0.19431953199648852
Concentric Mean Force [N],2023-09-26,,,,,,
Concentric Mean Force [N],2023-09-27,Forward,-0.17821119063322186,0.8587459950362859,8256.0,0.1849099400161699,-0.0037426990602184257
Concentric Mean Force [N],2023-09-27,Guard,0.48937728434570205,0.6248229993953742,46240.0,0.775686046996511,0.014702544688632243
Concentric Mean Force [N],2023-09-27,,,,,,
Concentric Mean Force [N],2023-10-03,Forward,21.442663016925408,9.160494038141171e-76,19306.0,1.4643131567096323e-61,0.23805348921994254
Concentric Mean Force [N],2023-10-03,Guard,48.84076691823589,3.1515370688733613e-285,0.0,2.1036093235110696e-195,0.824588327217546
Concentric Mean Force [N],2023-10-03,,,,,,
Concentric Mean Force [N],2023-10-04,Forward,-10.724026763193303,7.628656070067163e-16,136.0,1.1150987203452994e-09,-0.9062516139525868
Concentric Mean Force [N],2023-10-04,Guard,12.521383040666413,6.339329893910191e-24,528.0,9.666307899071393e-18,0.34112509664003327
Concentric Mean Force [N],2023-10-04,,,,,,
Concentric Mean Force [N],2023-10-10,Forward,,,0.0,1.0,
Concentric Mean Force [N],2023-10-10,Guard,1.4268634406729441,0.22678234139321388,3.0,0.3125,0.37012327182835636
Concentric Mean Force [N],2023-10-10,,,,,,
Concentric Mean Force [N],2023-10-11,Forward,inf,0.0,0.0,1.523970604832094e-23,inf
Concentric Mean Force [N],2023-10-11,Guard,9.963540631283346,1.8979934260741645e-21,40100.0,2.4935850364438685e-12,0.28612052854863507
Concentric Mean Force [N],2023-10-11,,,,,,
Concentric Mean Force [N],2023-10-17,Forward,156.39214856325557,0.0,0.0,3.05837865032028e-70,0.17324772649874726
Concentric Mean Force [N],2023-10-17,Guard,66.02873663665126,2.39323976e-316,0.0,1.046144963970056e-127,0.44051832420024534
Concentric Mean Force [N],2023-10-17,,,,,,
Concentric Mean Force [N],2023-10-24,Forward,-3.569174163529923,0.000448841663577693,5050.0,2.9890527816858347e-10,-0.070668213771799
Concentric Mean Force [N],2023-10-24,Guard,24.290547768930356,1.0743669302830005e-89,0.0,1.540780149635646e-95,0.5493657974250681
Concentric Mean Force [N],2023-10-24,,,,,,
Concentric Mean Force [N],2023-10-25,Forward,-2.3431483273393816,0.020675550431777354,2080.0,4.951217422443999e-07,-0.11103192640275676
Concentric Mean Force [N],2023-10-25,Guard,5.147027467438563,5.476568625326233e-07,8256.0,1.59534971965043e-09,0.07947306175725401
Concentric Mean Force [N],2023-10-25,,,,,,
Concentric Mean Force [N],2023-09-20,Forward,10.113588110403397,1.6878516367247528e-18,2080.0,5.550980911375265e-11,1.0800956277061515
Concentric Mean Force [N],2023-09-20,Guard,22.014239198879213,3.4218846201115545e-76,3321.0,1.8867406445391326e-78,0.7355063202948204
Concentric Mean Force [N],2023-09-20,,,,,,
Concentric Mean Force [N],2023-10-18,Forward,-42.320207938997655,1.881945001875587e-101,0.0,9.640853349783355e-37,-4.232020793899765
Concentric Mean Force [N],2023-10-18,Guard,6.046596124693162,4.390379792388436e-09,20100.0,0.06978342808425841,0.16056197162020433
Concentric Mean Force [N],2023-10-18,,,,,,
